ExperimentName,Site,NDARGUID,Version,Overall_RT,Overall_ACC,HappyBlocks_RT,HappyBlocks_ACC,FearBlocks_RT,FearBlocks_ACC,NeutBlocks_RT,NeutBlocks_ACC,PlaceBlocks_RT,PlaceBlocks_ACC,Overall0back_RT,Overall0back_ACC,Happy0back_RT,Happy0back_ACC,Fear0back_RT,Fear0back_ACC,Neut0back_RT,Neut0back_ACC,Place0back_RT,Place0back_ACC,Overall2back_RT,Overall2back_ACC,Happy2back_RT,Happy2back_ACC,Fear2back_RT,Fear2back_ACC,Neut2back_RT,Neut2back_ACC,Place2back_RT,Place2back_ACC,run1Overall_RT,run1Overall_ACC,run1HappyBlocks_RT,run1HappyBlocks_ACC,run1FearBlocks_RT,run1FearBlocks_ACC,run1NeutBlocks_RT,run1NeutBlocks_ACC,run1PlaceBlocks_RT,run1PlaceBlocks_ACC,run1Happy0back_RT,run1Happy0back_ACC,run1Fear0back_RT,run1Fear0back_ACC,run1Neut0back_RT,run1Neut0back_ACC,run1Place0back_RT,run1Place0back_ACC,run1Happy2back_RT,run1Happy2back_ACC,run1Fear2back_RT,run1Fear2back_ACC,run1Neut2back_RT,run1Neut2back_ACC,run1Place2back_RT,run1Place2back_ACC,run2Overall_RT,run2Overall_ACC,run2HappyBlocks_RT,run2HappyBlocks_ACC,run2FearBlocks_RT,run2FearBlocks_ACC,run2NeutBlocks_RT,run2NeutBlocks_ACC,run2PlaceBlocks_RT,run2PlaceBlocks_ACC,run2Happy0back_RT,run2Happy0back_ACC,run2Fear0back_RT,run2Fear0back_ACC,run2Neut0back_RT,run2Neut0back_ACC,run2Place0back_RT,run2Place0back_ACC,run2Happy2back_RT,run2Happy2back_ACC,run2Fear2back_RT,run2Fear2back_ACC,run2Neut2back_RT,run2Neut2back_ACC,run2Place2back_RT,run2Place2back_ACC,Nonlure_ACC,Lure_ACC,Target_ACC,HappyTargetHR,HappyLureFA,HappyNonlureFA,FearTargetHR,FearLureFA,FearNonlureFA,NeutTargetHR,NeutLureFA,NeutNonlureFA,PlaceTargetHR,PlaceLureFA,PlaceNonlureFA,
Emo_Nback_Goggles_20160913,CHLA,FCVZ66WZ,4.000,953.302,0.806,950.567,0.750,924.750,0.800,893.639,0.900,1054.710,0.775,908.985,0.838,958.867,0.750,840.471,0.850,866.100,1.000,993.933,0.750,1001.194,0.775,942.267,0.750,1020.267,0.750,928.062,0.800,1111.688,0.800,987.635,0.787,1070.786,0.700,895.750,0.800,900.556,0.900,1112.533,0.750,1151.500,0.600,774.889,0.900,879.200,1.000,1098.250,0.800,1010.250,0.800,1051.143,0.700,927.250,0.800,1128.857,0.700,920.530,0.825,845.375,0.800,953.750,0.800,886.722,0.900,1000.500,0.800,830.444,0.900,914.250,0.800,853.000,1.000,874.714,0.700,864.571,0.700,993.250,0.800,928.875,0.800,1098.333,0.900,0.913,0.594,0.812,0.875,0.400,0.864,0.750,0.400,1.000,1.000,0.700,0.955,0.625,0.500,0.955,
Emo_Nback_Goggles_20160913,CHLA,HRZ2FCEJ,4.000,1059.376,0.831,1030.719,0.800,1011.528,0.900,1109.417,0.900,1088.276,0.725,962.722,0.900,882.562,0.800,966.579,0.950,978.444,0.900,1011.474,0.950,1173.459,0.762,1178.875,0.800,1061.765,0.850,1240.389,0.900,1234.200,0.500,1058.061,0.825,1194.750,0.600,865.684,0.950,1083.900,1.000,1157.933,0.750,1194.500,0.600,825.556,0.900,947.800,1.000,1029.000,1.000,1195.000,0.600,901.800,1.000,1220.000,1.000,1415.800,0.500,1060.672,0.838,932.300,1.000,1174.529,0.850,1141.312,0.800,1013.643,0.700,695.400,1.000,1093.500,1.000,1016.750,0.800,992.000,0.900,1169.200,1.000,1290.286,0.700,1265.875,0.800,1052.600,0.500,0.957,0.875,0.750,0.750,0.600,0.909,0.875,0.800,0.955,0.750,0.800,1.000,0.625,0.900,0.682,
Emo_Nback_Goggles_20160913,CHLA,J9D04KNJ,1.000,933.250,0.725,960.923,0.650,893.097,0.775,953.387,0.775,929.714,0.700,800.068,0.738,791.333,0.600,800.667,0.750,816.500,0.800,789.625,0.800,1071.105,0.713,1106.286,0.700,979.750,0.800,1099.400,0.750,1116.500,0.600,927.245,0.662,935.857,0.700,951.133,0.750,1056.692,0.650,730.727,0.550,704.571,0.700,620.800,0.500,909.167,0.600,646.500,0.600,1167.143,0.700,1116.300,1.000,1183.143,0.700,831.800,0.500,938.302,0.787,990.167,0.600,838.688,0.800,878.778,0.900,1058.471,0.850,912.800,0.500,890.600,1.000,760.900,1.000,875.500,1.000,1045.429,0.700,752.167,0.600,1026.125,0.800,1319.857,0.700,0.804,0.625,0.531,0.250,0.300,0.955,0.625,0.600,0.909,0.625,0.600,0.909,0.625,0.500,0.818,
Emo_Nback_20160913,CHLA,KGX16MTR,1.000,975.000,0.856,922.355,0.775,938.111,0.900,924.086,0.875,1110.486,0.875,886.149,0.925,871.750,1.000,830.737,0.950,826.111,0.900,1028.588,0.850,1079.365,0.787,1014.364,0.550,1058.118,0.850,1027.824,0.850,1187.833,0.900,993.000,0.762,892.167,0.600,947.222,0.900,931.000,0.750,1178.250,0.800,869.000,1.000,841.700,1.000,856.750,0.800,1209.286,0.700,1008.000,0.200,1079.125,0.800,1015.857,0.700,1154.111,0.900,960.553,0.950,941.421,0.950,929.000,0.900,918.900,1.000,1053.421,0.950,874.500,1.000,818.556,0.900,801.600,1.000,902.100,1.000,1015.778,0.900,1039.444,0.900,1036.200,1.000,1221.556,0.900,0.891,0.750,0.781,0.625,0.800,0.818,0.875,0.700,1.000,1.000,0.800,0.864,0.625,0.900,0.955,
Emo_Nback_Goggles_20160913,CHLA,KKTCT4B0,4.000,1004.730,0.787,1028.829,0.875,927.457,0.875,1081.242,0.825,975.870,0.575,967.730,0.787,973.647,0.850,824.389,0.900,1059.235,0.850,1051.727,0.550,1041.730,0.787,1080.944,0.900,1036.588,0.850,1104.625,0.800,906.333,0.600,955.034,0.725,1061.800,0.750,781.222,0.900,1018.500,0.900,1010.000,0.350,965.429,0.700,679.333,0.900,1015.000,0.900,1068.000,0.200,1146.125,0.800,883.111,0.900,1022.000,0.900,986.800,0.500,1047.118,0.850,1004.100,1.000,1082.294,0.850,1156.533,0.750,960.938,0.800,979.400,1.000,969.444,0.900,1109.000,0.800,1048.111,0.900,1028.800,1.000,1209.250,0.800,1210.857,0.700,848.857,0.700,0.761,0.844,0.812,0.750,0.900,0.909,1.000,0.900,0.818,0.875,0.800,0.818,0.625,0.700,0.500,
Emo_Nback_Goggles_20160913,CHLA,LYKAB1UX,3.000,876.262,0.669,937.826,0.575,890.586,0.725,866.844,0.800,809.739,0.575,929.180,0.625,897.846,0.650,1067.571,0.700,903.133,0.750,786.750,0.400,829.842,0.713,989.800,0.500,725.400,0.750,834.824,0.850,822.000,0.750,903.833,0.675,982.143,0.700,849.267,0.750,906.000,0.750,872.800,0.500,944.400,1.000,932.833,0.600,868.143,0.700,755.000,0.300,1076.500,0.400,793.556,0.900,939.125,0.800,923.286,0.700,848.170,0.662,868.889,0.450,934.857,0.700,832.294,0.850,761.231,0.650,742.667,0.300,1168.625,0.800,933.750,0.800,805.800,0.500,932.000,0.600,623.167,0.600,742.111,0.900,733.375,0.800,0.826,0.688,0.500,0.250,0.800,0.591,0.500,0.800,0.773,0.500,0.700,0.955,0.750,0.300,0.636,
Emo_Nback_Goggles_20160913,CHLA,PNUJ3TUX,3.000,840.520,0.950,826.222,0.900,830.054,0.925,833.205,0.975,870.200,1.000,772.192,0.975,848.684,0.950,805.737,0.950,718.750,1.000,721.100,1.000,912.541,0.925,801.118,0.850,855.722,0.900,953.684,0.950,1019.300,1.000,855.370,0.912,832.188,0.800,836.000,0.850,863.450,1.000,882.300,1.000,865.889,0.900,826.000,0.900,693.600,1.000,793.500,1.000,788.857,0.700,847.250,0.800,1033.300,1.000,971.100,1.000,826.797,0.988,821.450,1.000,825.000,1.000,801.368,0.950,858.100,1.000,833.200,1.000,787.500,1.000,743.900,1.000,648.700,1.000,809.700,1.000,862.500,1.000,865.222,0.900,1067.500,1.000,1.000,0.969,0.938,0.750,0.900,0.955,1.000,0.800,0.955,1.000,0.900,1.000,1.000,1.000,1.000,
Emo_Nback_Goggles_20160913,CHLA,R2JZ1RD8,3.000,981.611,0.819,956.528,0.900,989.167,0.750,950.879,0.825,1034.438,0.800,890.615,0.812,896.053,0.950,830.643,0.700,794.933,0.750,1018.353,0.850,1071.227,0.825,1024.118,0.850,1127.875,0.800,1080.833,0.900,1052.667,0.750,953.159,0.787,864.056,0.900,898.667,0.750,1003.467,0.750,1064.267,0.750,834.667,0.900,719.429,0.700,789.333,0.600,1144.571,0.700,893.444,0.900,1055.500,0.800,1146.222,0.900,994.000,0.800,1007.971,0.850,1049.000,0.900,1079.667,0.750,907.056,0.900,1008.118,0.850,951.300,1.000,941.857,0.700,798.667,0.900,930.000,1.000,1171.125,0.800,1200.250,0.800,1015.444,0.900,1119.714,0.700,0.935,0.875,0.688,0.750,0.900,0.955,0.500,0.600,0.909,0.750,0.700,0.909,0.750,0.400,1.000,
Emo_Nback_Goggles_20160913,CHLA,T4TG0ET6,4.000,777.614,0.906,802.541,0.925,771.868,0.950,734.912,0.850,798.389,0.900,742.176,0.925,827.950,1.000,762.778,0.900,693.412,0.850,676.000,0.950,814.549,0.887,772.647,0.850,780.050,1.000,776.412,0.850,935.176,0.850,764.027,0.938,899.300,1.000,693.800,1.000,683.111,0.900,773.176,0.850,986.900,1.000,687.300,1.000,681.889,0.900,606.000,0.900,811.700,1.000,700.300,1.000,684.333,0.900,961.250,0.800,792.171,0.875,688.706,0.850,858.611,0.900,793.188,0.800,820.947,0.950,669.000,1.000,857.125,0.800,706.375,0.800,739.000,1.000,716.857,0.700,859.800,1.000,880.000,0.800,912.000,0.900,0.957,0.875,0.812,0.750,1.000,0.955,0.875,0.900,1.000,0.750,0.800,0.909,0.875,0.700,1.000,
Emo_Nback_20160913,CHLA,THZ2FDT4,3.000,763.503,0.969,686.641,0.975,690.974,0.950,731.375,1.000,948.737,0.950,748.731,0.975,613.350,1.000,734.833,0.900,682.600,1.000,962.750,1.000,778.468,0.963,763.789,0.950,651.500,1.000,780.150,1.000,933.167,0.900,811.039,0.950,724.700,1.000,775.389,0.900,737.800,1.000,1024.000,0.900,565.600,1.000,834.375,0.800,640.500,1.000,1080.400,1.000,883.800,1.000,728.200,1.000,835.100,1.000,953.500,0.800,717.772,0.988,646.579,0.950,615.000,1.000,724.950,1.000,881.000,1.000,661.100,1.000,655.200,1.000,724.700,1.000,845.100,1.000,630.444,0.900,574.800,1.000,725.200,1.000,916.900,1.000,1.000,0.938,0.938,0.875,1.000,1.000,1.000,0.800,1.000,1.000,1.000,1.000,0.875,0.900,1.000,
Emo_Nback_Goggles_20160913,CHLA,UCF0VBM1,3.000,952.048,0.775,875.576,0.825,846.879,0.825,1020.967,0.750,1092.286,0.700,888.000,0.825,770.250,1.000,777.211,0.950,1227.917,0.600,913.400,0.750,1024.931,0.725,1037.615,0.650,941.429,0.700,883.000,0.900,1298.692,0.650,1071.102,0.738,996.000,0.850,942.294,0.850,1044.071,0.700,1420.636,0.550,852.800,1.000,846.667,0.900,1486.800,0.500,1113.400,0.500,1200.571,0.700,1049.875,0.800,798.111,0.900,1676.667,0.600,843.985,0.812,747.625,0.800,745.500,0.800,1000.750,0.800,879.824,0.850,687.700,1.000,714.700,1.000,1043.000,0.700,813.400,1.000,847.500,0.600,796.833,0.600,967.889,0.900,974.714,0.700,0.913,0.719,0.594,0.625,0.800,0.909,0.875,0.500,0.955,0.375,0.600,0.955,0.500,0.600,0.818,
Emo_Nback_Goggles_20160913,CHLA,UGKWA479,4.000,824.914,0.800,896.125,0.800,776.567,0.750,861.343,0.875,757.065,0.775,758.104,0.838,965.125,0.800,693.400,0.750,677.526,0.950,710.412,0.850,898.295,0.762,827.125,0.800,859.733,0.750,1079.625,0.800,813.714,0.700,866.288,0.825,932.133,0.750,813.647,0.850,862.368,0.950,865.067,0.750,1072.000,0.700,671.000,0.900,541.400,1.000,835.625,0.800,809.750,0.800,974.125,0.800,1219.000,0.900,898.714,0.700,780.871,0.775,864.353,0.850,728.077,0.650,860.125,0.800,655.812,0.800,882.000,0.900,727.000,0.600,828.778,0.900,599.111,0.900,844.500,0.800,729.000,0.700,900.429,0.700,728.714,0.700,1.000,0.781,0.625,0.625,0.600,0.955,0.750,0.500,0.864,0.750,0.700,1.000,0.375,0.700,0.955,
Emo_Nback_Goggles_20160913,CHLA,X45DG8HN,1.000,997.869,0.812,1047.444,0.675,938.083,0.900,1049.972,0.900,963.613,0.775,876.887,0.775,931.167,0.600,810.111,0.900,988.118,0.850,787.533,0.750,1108.176,0.850,1140.467,0.750,1066.056,0.900,1105.316,0.950,1128.688,0.800,1116.759,0.725,1134.455,0.550,1026.706,0.850,1269.938,0.800,1037.143,0.700,1104.600,0.500,890.750,0.800,1341.571,0.700,816.000,0.700,1159.333,0.600,1147.556,0.900,1214.222,0.900,1258.286,0.700,902.097,0.900,987.625,0.800,858.789,0.950,874.000,1.000,903.059,0.850,807.286,0.700,745.600,1.000,740.700,1.000,762.625,0.800,1127.889,0.900,984.556,0.900,1007.300,1.000,1027.889,0.900,0.935,0.906,0.594,0.500,0.500,0.818,0.750,0.800,1.000,0.875,0.800,0.955,0.250,0.900,0.909,
Emo_Nback_Behavioral_20161208,CHLA,X5TYFUMN,176802911.000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,,,, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
Emo_Nback_Goggles_20160913,CHLA,XX3MZNV7,4.000,1051.286,0.831,1037.091,0.825,1040.618,0.850,1034.222,0.900,1099.467,0.750,1000.464,0.863,1068.250,0.800,909.167,0.900,948.400,1.000,1107.133,0.750,1106.078,0.800,1007.765,0.850,1188.500,0.800,1141.500,0.800,1091.800,0.750,1023.000,0.787,1011.714,0.700,1022.737,0.950,1028.889,0.900,1027.750,0.600,1268.333,0.600,891.400,1.000,902.000,1.000,1094.800,0.500,819.250,0.800,1168.667,0.900,1187.500,0.800,979.857,0.700,1076.743,0.875,1055.789,0.950,1063.267,0.750,1039.556,0.900,1147.278,0.900,948.200,1.000,931.375,0.800,994.800,1.000,1113.300,1.000,1175.333,0.900,1214.000,0.700,1095.500,0.800,1189.750,0.800,0.978,0.625,0.719,0.750,0.600,0.955,0.625,0.800,0.955,0.750,0.800,1.000,0.750,0.500,0.864,
Emo_Nback_Goggles_20160913,CHLA,ZVD13ZMG,3.000,745.114,0.875,722.057,0.875,754.029,0.850,768.194,0.900,735.771,0.875,553.618,0.950,626.947,0.950,544.111,0.900,493.263,0.950,549.850,1.000,972.516,0.800,835.000,0.800,990.188,0.800,1075.471,0.850,983.667,0.750,712.789,0.887,560.778,0.900,739.059,0.850,820.444,0.900,732.333,0.900,512.400,1.000,573.900,1.000,475.700,1.000,568.500,1.000,621.250,0.800,975.000,0.700,1251.375,0.800,937.125,0.800,778.377,0.863,892.824,0.850,769.000,0.850,715.944,0.900,739.412,0.850,754.222,0.900,506.875,0.800,512.778,0.900,531.200,1.000,1048.750,0.800,1002.000,0.900,919.111,0.900,1036.857,0.700,0.913,0.875,0.688,0.750,0.700,1.000,0.625,0.800,0.955,0.625,1.000,0.955,0.750,0.800,0.955,
Emo_Nback_20160913,CUB,02EBX0JJ,2.000,1386.417,0.869,1399.333,0.900,1409.000,0.925,1313.938,0.800,1416.382,0.850,1382.053,0.938,1459.158,0.950,1398.105,0.950,1288.778,0.900,1377.263,0.950,1391.531,0.800,1332.471,0.850,1420.500,0.900,1346.286,0.700,1465.933,0.750,1345.075,0.838,1446.647,0.850,1299.111,0.900,1303.188,0.800,1330.750,0.800,1435.100,1.000,1319.667,0.900,1219.000,1.000,1283.333,0.900,1463.143,0.700,1278.556,0.900,1443.500,0.600,1391.714,0.700,1424.889,0.900,1357.000,0.950,1513.105,0.950,1324.688,0.800,1492.500,0.900,1485.889,0.900,1468.700,1.000,1376.000,0.800,1461.800,1.000,1241.000,1.000,1562.444,0.900,1273.375,0.800,1530.875,0.800,0.957,0.875,0.875,1.000,0.800,0.909,1.000,0.800,0.955,0.750,0.600,0.909,0.750,0.900,0.864,
